dashboard_experience,power_bi_experience,confidence,sample,line,user_id,answer_correct,no_of_steps,timestamp,selected_values,filtered_values,triggered_action
1,1,3,False,2,00f7ffd3-5ed9-41ed-be64-568ef8ad1979,False,9,1656742259660,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,New Hires by Month (Full-Time/Part-Time) (lineChart) - deselected
0,-1,-1,False,3,0c6a2d5a-587b-4daf-84d8-2866f240a7a7,False,3,1656742570544,Year.Year<categorical>,,Root
0,-1,-1,False,3,0c6a2d5a-587b-4daf-84d8-2866f240a7a7,False,3,1656742575919,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
0,-1,-1,False,3,0c6a2d5a-587b-4daf-84d8-2866f240a7a7,False,3,1656742580168,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Region (slicer) - Region: Northwest selected
0,-1,-1,False,4,120df892-aa13-463c-966f-0428fd670380,False,4,1656683354152,Year.Year<categorical>,,Root
0,-1,-1,False,4,120df892-aa13-463c-966f-0428fd670380,False,4,1656683356441,"Region.Region<categorical>, Year.Year<categorical>",,Region (slicer) - Region: Northwest selected
0,-1,-1,False,4,120df892-aa13-463c-966f-0428fd670380,False,4,1656683368519,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group A selected
0,-1,-1,False,4,120df892-aa13-463c-966f-0428fd670380,False,4,1656683393320,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Year (slicer) - Year: 2014 selected
0,-1,-1,False,5,1dcda1ff-f6c5-4596-8bef-b51d33ef5897,True,4,1656743176031,Year.Year<categorical>,,Root
0,-1,-1,False,5,1dcda1ff-f6c5-4596-8bef-b51d33ef5897,True,4,1656743182564,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
0,-1,-1,False,5,1dcda1ff-f6c5-4596-8bef-b51d33ef5897,True,4,1656743184400,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Region (slicer) - Region: Northwest selected
0,-1,-1,False,5,1dcda1ff-f6c5-4596-8bef-b51d33ef5897,True,4,1656743188649,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,4,False,6,1edfdae6-d0ff-40e3-87f6-346e93436094,True,4,1656682626571,Year.Year<categorical>,,Root
1,1,4,False,6,1edfdae6-d0ff-40e3-87f6-346e93436094,True,4,1656682636522,"Region.Region<categorical>, Year.Year<categorical>",,Region (slicer) - Region: Northwest selected
1,1,4,False,6,1edfdae6-d0ff-40e3-87f6-346e93436094,True,4,1656682648240,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2014 selected
1,1,4,False,6,1edfdae6-d0ff-40e3-87f6-346e93436094,True,4,1656682652657,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,3,False,7,239bc4b6-2df5-4aff-ae7b-b92123c13b66,False,4,1656742539175,Year.Year<categorical>,,Root
1,1,3,False,7,239bc4b6-2df5-4aff-ae7b-b92123c13b66,False,4,1656742548683,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,1,3,False,7,239bc4b6-2df5-4aff-ae7b-b92123c13b66,False,4,1656742559174,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,3,False,7,239bc4b6-2df5-4aff-ae7b-b92123c13b66,False,4,1656742565427,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Region (slicer) - Region: Northwest selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540444150,Year.Year<categorical>,,Root
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540459030,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540464411,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Year (slicer) - Year: 2014 selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540470857,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540530802,"NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Jul. FPDesc: Part-Time selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540537756,"NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Sep. FPDesc: Part-Time selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540543876,"NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Jul. FPDesc: Part-Time selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540547183,"NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Sep. FPDesc: Part-Time selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540560462,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - deselected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540571299,"NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Jul. FPDesc: Part-Time selected
0,-1,-1,False,8,28a1672b-d149-4cef-aec9-cff195c392dd,True,11,1657540575498,"NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Sep. FPDesc: Part-Time selected
1,1,1,False,9,314bb603-8770-4261-9cab-c5e8f4e80bf9,True,4,1656682927301,Year.Year<categorical>,,Root
1,1,1,False,9,314bb603-8770-4261-9cab-c5e8f4e80bf9,True,4,1656682931069,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,1,1,False,9,314bb603-8770-4261-9cab-c5e8f4e80bf9,True,4,1656682935059,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,1,False,9,314bb603-8770-4261-9cab-c5e8f4e80bf9,True,4,1656682937753,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Region (slicer) - Region: Northwest selected
0,-1,-1,False,10,37bca741-eec1-40eb-942f-33a5ff1c5319,True,4,1656742273371,Year.Year<categorical>,,Root
0,-1,-1,False,10,37bca741-eec1-40eb-942f-33a5ff1c5319,True,4,1656742280839,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
0,-1,-1,False,10,37bca741-eec1-40eb-942f-33a5ff1c5319,True,4,1656742284648,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",,Ethnicity (slicer) - Ethnicity: Group A selected
0,-1,-1,False,10,37bca741-eec1-40eb-942f-33a5ff1c5319,True,4,1656742289522,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
1,1,1,False,11,3c7a12c1-2d1a-43ed-83ba-8ef61a08c27e,True,4,1656682644208,Year.Year<categorical>,,Root
1,1,1,False,11,3c7a12c1-2d1a-43ed-83ba-8ef61a08c27e,True,4,1656682646526,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Region (slicer) - Region: Northwest selected
1,1,1,False,11,3c7a12c1-2d1a-43ed-83ba-8ef61a08c27e,True,4,1656682651382,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2014 selected
1,1,1,False,11,3c7a12c1-2d1a-43ed-83ba-8ef61a08c27e,True,4,1656682655014,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,0,4,False,12,44536a09-3d11-4917-bba9-2c03aaa9c1e7,False,3,1656404980916,Year.Year<categorical>,,Root
1,0,4,False,12,44536a09-3d11-4917-bba9-2c03aaa9c1e7,False,3,1656404985996,"Region.Region<categorical>, Year.Year<categorical>",,Region (slicer) - Region: Northwest selected
1,0,4,False,12,44536a09-3d11-4917-bba9-2c03aaa9c1e7,False,3,1656404998238,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group A selected
1,1,4,False,13,44df4643-eb24-42ae-a494-2104cfeb0539,True,4,1656742497661,Year.Year<categorical>,,Root
1,1,4,False,13,44df4643-eb24-42ae-a494-2104cfeb0539,True,4,1656742502079,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,4,False,13,44df4643-eb24-42ae-a494-2104cfeb0539,True,4,1656742504694,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Year (slicer) - Year: 2014 selected
1,1,4,False,13,44df4643-eb24-42ae-a494-2104cfeb0539,True,4,1656742511571,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Region (slicer) - Region: Northwest selected
1,1,4,False,14,4f9357bf-3b2e-4149-b186-176ed893b113,False,3,1656682787524,Year.Year<categorical>,,Root
1,1,4,False,14,4f9357bf-3b2e-4149-b186-176ed893b113,False,3,1656682791441,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,4,False,14,4f9357bf-3b2e-4149-b186-176ed893b113,False,3,1656682793300,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
0,-1,-1,False,15,4fffae6a-8a16-48e0-83d6-3d314c5b3659,True,4,1656743393261,Year.Year<categorical>,,Root
0,-1,-1,False,15,4fffae6a-8a16-48e0-83d6-3d314c5b3659,True,4,1656743395532,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
0,-1,-1,False,15,4fffae6a-8a16-48e0-83d6-3d314c5b3659,True,4,1656743398815,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
0,-1,-1,False,15,4fffae6a-8a16-48e0-83d6-3d314c5b3659,True,4,1656743399913,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
0,-1,-1,False,16,53ccd7c5-abcc-491d-a88e-7da21d5fe18f,False,2,1656742201690,Year.Year<categorical>,,Root
0,-1,-1,False,16,53ccd7c5-abcc-491d-a88e-7da21d5fe18f,False,2,1656742271652,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,0,5,False,17,5af6bcd1-1629-40c6-a5e2-153f30cd9c33,True,4,1657184346003,Year.Year<categorical>,,Root
1,0,5,False,17,5af6bcd1-1629-40c6-a5e2-153f30cd9c33,True,4,1657184355031,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,0,5,False,17,5af6bcd1-1629-40c6-a5e2-153f30cd9c33,True,4,1657184358723,"NewHiresByEthnicity.Ethnicity<categorical>, Year.Year<categorical>",,New Hires by Ethnicity (clusteredBarChart) - Ethnicity: Group A selected
1,0,5,False,17,5af6bcd1-1629-40c6-a5e2-153f30cd9c33,True,4,1657184361475,"NewHiresByRegion.Region<categorical>, Year.Year<categorical>",,New Hires by Region (clusteredBarChart) - Region: Northwest selected
1,1,4,False,18,5eb918fd-fea1-415a-9914-7792766f5756,True,4,1656682584481,Year.Year<categorical>,,Root
1,1,4,False,18,5eb918fd-fea1-415a-9914-7792766f5756,True,4,1656682588441,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,1,4,False,18,5eb918fd-fea1-415a-9914-7792766f5756,True,4,1656682599841,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Region (slicer) - Region: Northwest selected
1,1,4,False,18,5eb918fd-fea1-415a-9914-7792766f5756,True,4,1656682604824,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group A selected
0,-1,-1,False,19,63eac8a4-70b6-4ebb-b66a-6af30d4d8dbf,True,3,1656682815223,Year.Year<categorical>,,Root
0,-1,-1,False,19,63eac8a4-70b6-4ebb-b66a-6af30d4d8dbf,True,3,1656682820974,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
0,-1,-1,False,19,63eac8a4-70b6-4ebb-b66a-6af30d4d8dbf,True,3,1656682831082,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Region (slicer) - Region: Northwest selected
1,0,3,False,20,64d49517-fd06-487e-9b98-e504d669fcfe,False,3,1657146244926,Year.Year<categorical>,,Root
1,0,3,False,20,64d49517-fd06-487e-9b98-e504d669fcfe,False,3,1657146271614,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,0,3,False,20,64d49517-fd06-487e-9b98-e504d669fcfe,False,3,1657146291519,"NewHiresByEthnicity.Ethnicity<categorical>, Year.Year<categorical>",,New Hires by Ethnicity (clusteredBarChart) - Ethnicity: Group A selected
1,1,1,False,21,6ad1586e-122c-4d7d-9c0d-0d1d80da2de0,True,4,1656682998360,Year.Year<categorical>,,Root
1,1,1,False,21,6ad1586e-122c-4d7d-9c0d-0d1d80da2de0,True,4,1656683001545,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,1,False,21,6ad1586e-122c-4d7d-9c0d-0d1d80da2de0,True,4,1656683004154,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Region (slicer) - Region: Northwest selected
1,1,1,False,21,6ad1586e-122c-4d7d-9c0d-0d1d80da2de0,True,4,1656683007543,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Year (slicer) - Year: 2014 selected
1,1,3,False,22,71b77903-14c4-49b4-834c-9df6eeaba5fa,False,5,1656682863953,Year.Year<categorical>,,Root
1,1,3,False,22,71b77903-14c4-49b4-834c-9df6eeaba5fa,False,5,1656682880588,,,Year (slicer) - deselected
1,1,3,False,22,71b77903-14c4-49b4-834c-9df6eeaba5fa,False,5,1656682881771,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,1,3,False,22,71b77903-14c4-49b4-834c-9df6eeaba5fa,False,5,1656682886633,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,3,False,22,71b77903-14c4-49b4-834c-9df6eeaba5fa,False,5,1656682891029,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
1,1,3,False,23,74b4f60e-9d5d-4edd-80eb-19dc522ed8c6,False,4,1656683003480,Year.Year<categorical>,,Root
1,1,3,False,23,74b4f60e-9d5d-4edd-80eb-19dc522ed8c6,False,4,1656683006525,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,3,False,23,74b4f60e-9d5d-4edd-80eb-19dc522ed8c6,False,4,1656683009748,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Year (slicer) - Year: 2014 selected
1,1,3,False,23,74b4f60e-9d5d-4edd-80eb-19dc522ed8c6,False,4,1656683017410,"NewHiresByRegion.Region<categorical>, Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,New Hires by Region (clusteredBarChart) - Region: Northwest selected
1,1,1,False,24,81b7fe0b-6892-4f51-8304-65931a1a1b68,False,3,1656683276777,Year.Year<categorical>,,Root
1,1,1,False,24,81b7fe0b-6892-4f51-8304-65931a1a1b68,False,3,1656683286405,,,Year (slicer) - deselected
1,1,1,False,24,81b7fe0b-6892-4f51-8304-65931a1a1b68,False,3,1656683286723,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538081311,Year.Year<categorical>,,Root
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538089403,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538092057,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538094685,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Year (slicer) - Year: 2014 selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538123197,"NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - Month: Oct selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538128834,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - deselected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538130611,"NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - Month: Jul selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538131702,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - deselected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538133383,"NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - Month: Oct selected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538134947,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - deselected
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538138483,"NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>","New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - Month: Oct, Oct selected"
1,0,4,False,25,842a466b-60c4-4153-a9b7-63ed026886f9,True,12,1657538141601,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - deselected
1,1,3,False,26,89c49235-6150-4812-a94f-bfcf3b15f0fc,True,4,1656683038542,Year.Year<categorical>,,Root
1,1,3,False,26,89c49235-6150-4812-a94f-bfcf3b15f0fc,True,4,1656683042899,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
1,1,3,False,26,89c49235-6150-4812-a94f-bfcf3b15f0fc,True,4,1656683048143,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected
1,1,3,False,26,89c49235-6150-4812-a94f-bfcf3b15f0fc,True,4,1656683052160,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: Northwest selected
1,1,2,False,27,8b504c0b-db88-4ccb-b3bc-98b5de4e735c,False,2,1656682588030,Year.Year<categorical>,,Root
1,1,2,False,27,8b504c0b-db88-4ccb-b3bc-98b5de4e735c,False,2,1656682592452,Year.Year<categorical>,,Year (slicer) - Year: 2014 selected
